楽曲レベル,TOTAL値,COMPLEX,POWER,RHYTHM,SCRATCH,HOLDING,GIMMICK,フルタイトル
7,390,42.30,47.74,60.63,29.64,26.53,0.00,うらドラみたいにスカートめくるなっ！ [NORMAL7]
7,352,25.28,37.92,56.57,14.29,8.79,6.68,えいえんの　ゆめを　ください[NORMAL]
7,420,51.15,50.01,45.25,15.78,21.16,14.30,ヒュブリスの頂に聳えるのは [SP NORMAL]
7,420,51.15,50.01,45.25,15.78,21.16,14.30,ヒュブリスの頂に聳えるのは [SP NORMAL]
7,372,25.45,24.11,40.59,4.87,34.11,0.00,玉響サーチライト [SP NORMAL]
7,345,26.76,23.19,27.94,10.84,19.42,0.00,祈雨の菖蒲
7,345,26.76,23.19,27.94,10.84,19.42,0.00,祈雨の菖蒲
7,442,25.96,43.50,32.82,6.06,0.00,110.54,竹 [NORMAL]
8,307,52.21,99.07,127.86,52.50,0.00,0.00,Amplifying Effect -SP 5KEY-
8,400,39.16,48.78,61.99,28.39,29.80,0.00,ECKESACHS[NORMAL]
8,180,57.45,58.36,33.49,14.60,20.79,0.00,Fine Logic [7key NORMAL]
8,383,40.91,44.54,108.70,14.95,21.00,0.00,SpellBound (Satellite Palace Remix) [7KEYS HYPER]
8,380,42.81,58.95,50.55,7.27,0.00,0.00,The Grinder [SP NORMAL]
8,377,34.67,39.08,28.63,25.73,65.17,0.00,九龍霓虹街 [SP NORMAL]
9,389,67.89,95.10,78.21,44.04,34.58,0.00,Bad Elixir[NORMAL]
10,444,82.90,100.66,144.69,34.00,0.00,0.00,Anti Function -SP NORMAL-
10,500,84.19,98.27,76.19,16.99,35.46,21.99,MESMERA [SP LIGHT]
12,660,137.39,145.65,119.33,35.34,31.43,23.76,MESMERA [SP NORMAL]
5,350,41.90,66.89,29.49,72.61,108.11,0.00,Contact lens - 1000RI 眼 [5K HARD]
5,363,29.24,48.00,27.67,0.00,0.00,0.00,Kunzite [5K HYPER]
5,345,27.18,36.57,25.94,5.57,0.00,0.00,uruou
6,160,23.90,31.28,29.12,7.52,0.00,0.00,data lake [5k Hyper]
6,160,30.32,29.75,36.04,7.05,0.00,0.00,data lake [7k Hyper]
6,365,26.03,32.68,50.26,20.80,0.00,0.00,Shake U
6,400,52.02,48.85,49.91,11.34,0.00,0.00,Wonderful Tomorrow [SP HYPER]
6,348,47.11,41.49,30.09,5.92,0.00,0.00,彼女が告白をした理由 [HYPER]
6,270,36.58,31.48,90.73,5.37,82.61,0.00,晩夏 [SP HYPER]
7,400,47.72,38.04,66.11,5.62,11.43,18.32,Baby
7,400,47.72,38.04,66.11,5.62,11.43,18.32,Baby
7,250,55.42,32.39,32.05,0.00,101.80,28.27,Bit by Bit [7light]
7,380,52.28,35.61,64.06,17.20,68.42,0.00,Bouquet [SP Hyper]
7,350,56.34,60.27,46.39,16.55,42.14,0.00,Contact lens - 1000RI 眼 [7K HYPER]
7,386,38.26,53.07,127.93,14.32,0.00,0.00,Dolphins [HYPER7]
7,350,34.53,51.07,45.37,14.38,23.09,0.00,Edge of bravery[NORMAL]
7,375,32.84,53.90,56.54,24.45,27.19,0.00,energy trixxx
7,420,44.31,43.62,68.07,33.40,0.00,0.00,Eternal calm [HYPER7]
7,370,44.95,38.52,46.07,5.43,48.72,0.00,Fall Apart [SP HYPER]
7,160,30.34,51.00,115.20,6.68,0.00,0.00,INLINE [5k Hyper]
7,160,38.04,43.35,113.08,6.51,0.00,0.00,INLINE [7k Hyper]
7,330,44.91,28.82,48.82,28.26,38.16,0.00,Not Useful Information [SP HYPER]
7,385,26.57,50.77,43.49,80.22,12.31,5.49,NULCTRL [ETX]
7,395,60.80,44.81,56.25,9.78,6.93,0.00,Psalms ～魂の還るばしょ～ [SP HYPER]
7,456,34.73,45.38,30.87,11.89,0.00,0.00,SHINKA [5KEYS]
7,370,34.29,39.03,44.16,7.02,23.21,0.00,Sugar Torture [SP HYPER]
7,450,54.59,56.41,62.09,6.23,2.50,0.00,Twilight Route
7,377,49.14,51.54,34.50,10.22,0.00,0.00,Wanted Robbery
7,380,40.50,31.52,31.14,6.30,22.39,0.00,ふたりの-><-シグナル [SP HYPER]
7,380,40.50,31.52,31.14,6.30,22.39,0.00,ふたりの-><-シグナル [SP HYPER]
7,160,35.84,26.16,50.73,6.64,47.84,0.00,プナイプナイげんそう～５人の並行世界から来たてるやまたちが世界を救う！？　プナイプナイinワンダーランド～
7,254,39.74,41.66,93.29,16.86,2.54,0.00,プナイプナイせんそう
7,420,47.18,55.06,37.66,13.85,14.03,0.00,爽昧夢想ラバーズ [SP HYPER]
8,400,57.72,42.90,63.32,19.82,96.67,46.34,A Gleam for the Sightless [SP HYPER]
8,420,48.58,48.55,125.71,16.82,34.28,0.00,Angel's Salad [HYPER]
8,409,72.25,76.10,69.00,18.09,101.43,0.00,Brand New Stories -HYPER-
8,360,39.05,39.96,55.47,10.79,13.17,0.00,DIGITAL DIVER 20XX［HYPER］
8,420,46.41,44.87,74.53,19.85,65.41,0.00,Flashdance [Hyper]
8,430,55.10,49.08,75.80,21.24,0.00,0.00,FURTHER FRONTIER[HYPER]
8,413,42.22,50.48,111.98,14.74,0.00,0.00,Fuzzy-Navel [SP HYPER]
8,440,54.66,46.84,75.00,27.57,2.57,0.00,Good Life [Hyper]
8,370,46.07,43.64,45.42,16.29,0.00,0.00,Inside Out [SP HYPER]
8,330,39.01,48.01,30.39,0.00,0.00,0.00,Kunzite [7K HYPER]
8,441,44.57,58.59,105.19,5.21,39.40,0.00,Luxvinore [7-H]
8,458,50.82,57.11,87.99,10.98,41.28,0.00,New York Back Raise [SP HYPER]
8,458,50.82,57.11,87.99,10.98,41.28,0.00,New York Back Raise [SP HYPER]
8,450,49.97,51.32,55.84,6.83,34.22,0.00,Night view [HYPER]
8,412,44.85,57.77,124.52,23.88,0.00,0.00,NightTheater [SP HYPER]
8,380,33.25,50.64,57.91,13.42,0.00,0.00,Null Archive [HYPER]
8,448,42.48,55.05,88.44,18.91,27.95,0.00,Peridot [SP HYPER]
8,448,56.10,78.38,88.07,6.68,3.01,0.00,PHAZE UPPER [SP HYPER]
8,420,54.69,55.29,60.86,42.98,58.68,0.00,Rush-More [Hyper]
8,300,55.17,40.99,71.00,5.35,39.87,0.00,Same as you [SP HYPER]
8,450,69.97,72.71,44.66,6.13,0.00,0.00,Sea Breeze Memory[SP HYPER]
8,420,39.41,45.14,49.78,6.60,61.46,21.59,Sense [SP HYPER]
8,483,47.27,45.03,83.38,13.29,29.03,0.00,SHINKA [7KEYS HYPER]
8,401,39.45,41.45,97.32,32.81,21.11,0.00,slic.hertz [SP Hyper]
8,444,58.22,56.17,61.31,5.90,47.80,0.00,Song [SP HYPER]
8,444,58.22,56.17,61.31,5.90,47.80,0.00,Song [SP HYPER]
8,400,30.81,86.41,54.62,13.59,0.00,0.00,techいも [7K HYPER]
8,330,45.64,61.64,47.51,12.00,8.42,0.00,Vista [7key Hyper]
8,390,42.14,53.59,40.63,6.69,33.82,0.00,スピカ [SP HYPER]
8,480,55.66,50.00,69.92,6.31,0.00,0.00,告白/告別 (BMS edit.) [SP HYPER]
8,380,54.39,62.32,85.41,53.77,56.07,0.00,家物語 [SP HYPER]
9,430,48.24,66.42,44.58,19.82,27.32,0.00,"Fishpot"
9,160,54.66,71.98,59.34,14.56,65.60,0.00,"Flanker-E" [HYPER]
9,416,54.18,60.48,56.56,18.81,28.02,0.00,"Fulcrum-D"
9,503,67.31,98.82,129.87,17.63,0.00,0.00,Agilion[HYPER]
9,450,83.91,85.03,148.48,16.66,22.38,0.00,ALICE IN PICOPICO NIGHT (SP HYPER)
9,470,62.59,70.44,78.19,6.55,39.84,0.00,alicemourn [HYPER]
9,460,53.04,63.28,75.53,12.94,46.19,0.00,Black Wings [Hyper]
9,500,62.69,70.98,84.16,63.03,0.00,0.00,Bouquet colore
9,400,51.52,52.89,71.57,8.53,0.00,0.00,breathe [SP HYPER]
9,400,55.49,61.31,63.04,7.49,0.00,0.00,Breeze [HYPER7]
9,450,62.94,54.10,59.01,28.34,43.77,0.00,Bubble Flower [Hyper]
9,480,85.34,59.24,62.45,56.45,54.30,0.00,Can't it be true
9,450,90.39,70.79,138.97,43.88,89.61,13.75,Cat's rule [5k Hyper]
9,425,73.37,67.70,117.79,15.89,80.26,13.75,Cat's rule [Hyper]
9,500,72.02,89.22,71.12,62.18,20.75,0.00,Comet (BMS Edit) [SP HYPER]
9,472,71.15,94.32,87.66,26.42,33.78,0.00,Creamy Sugary OVERDRIVE!!! [HYPER]
9,457,58.22,72.08,49.77,14.59,84.22,0.00,Destr0yer[HYPER]
9,400,77.64,82.54,75.28,24.65,43.79,0.00,Edge of bravery[HYPER]
9,456,58.46,67.98,61.83,7.80,0.00,0.00,Elixir [HYPER7]
9,403,44.64,66.63,65.08,23.72,32.17,0.00,energy trixxx
9,270,52.24,58.84,97.32,18.19,54.39,0.00,Error Sector
9,430,74.00,87.17,94.53,33.00,12.12,0.00,Fever Dream [7-H]
9,160,48.57,62.28,72.92,8.06,49.54,0.00,For No Reason
9,380,55.00,62.05,107.29,8.38,16.61,124.08,Giselle [h]
9,402,58.42,55.18,90.11,39.71,125.51,0.00,HOPE [7key Hyper HOPE]
9,400,52.25,62.17,73.74,27.06,32.83,0.00,IMPULSE [SP HYPER]
9,365,55.39,68.41,104.12,10.33,4.46,32.79,introspect [SP HYPER]
9,444,60.30,72.10,85.33,29.22,0.00,0.00,JKillMe[SP HYPER]
9,430,51.62,66.76,63.33,59.08,50.62,0.00,Kung-fu Fantasia [難]
9,440,62.97,63.92,60.56,15.66,0.00,0.00,LAST PROPOZE[HYPER]
9,464,62.02,67.10,105.72,4.44,37.19,0.00,MARENOL[HYPER]
9,474,52.23,41.25,52.63,11.50,13.72,0.00,Oekaki [SP Hyper]
9,474,52.23,41.25,52.63,11.50,13.72,0.00,Oekaki [SP Hyper]
9,450,54.91,64.16,56.13,83.32,0.00,0.00,On And On!!
9,450,79.54,89.27,85.46,62.09,46.51,0.00,Ops:Limone [SP HYPER]
9,450,44.18,72.95,89.98,29.13,0.00,0.00,Palette Lab [HYPER]
9,452,58.64,66.28,94.22,27.13,0.00,0.00,PhonDrome![HYPER]
9,444,48.46,72.51,57.69,16.74,25.86,0.00,R.I.P.
9,433,69.31,61.06,106.14,5.48,75.81,66.34,Random [SP HYPER]
9,420,67.38,73.46,130.48,16.33,14.69,0.00,reflection [7KEYS HYPER]
9,400,59.93,75.71,81.95,34.99,17.63,0.00,Removal [HYPER]
9,470,60.91,76.15,129.56,60.82,24.90,0.00,Rush-Hour [SP Hyper]
9,405,53.50,64.03,44.88,13.20,25.77,0.00,scorching:cyclone [SP HYPER]
9,448,58.38,60.69,106.75,18.32,43.35,0.00,scualee[HYPER]
9,448,58.38,60.69,106.75,18.32,43.35,0.00,scualee[HYPER]
9,440,48.94,58.13,83.75,52.02,46.75,0.00,Secret Order [HYPER]
9,460,53.73,95.35,53.06,63.97,11.77,0.00,SEKIDO [7HYPER]
9,427,51.71,52.21,81.44,21.52,0.00,0.00,Shake U
9,480,40.35,52.45,46.05,70.85,14.29,0.00,Signager (Hyper)
9,470,63.50,58.66,61.17,23.01,0.00,0.00,Sunset Toybox [HYPER]
9,500,79.05,124.99,77.29,7.68,0.00,0.00,The Last Page [5Keys HARD]
9,460,65.50,61.75,47.16,6.94,33.01,0.00,The Last Page [SP HYPER]
9,395,54.57,56.59,79.63,25.40,15.65,0.00,Trane [SP HYPER]
9,407,70.45,98.47,100.98,30.24,0.00,0.00,VEZZELiX [Hyper]
9,400,46.21,58.32,65.78,117.07,38.08,0.00,ウタカタ・サマーメモリーズ [HYPER]
9,490,59.27,63.41,80.41,33.94,26.97,24.26,クエンさん＊ガバメント
9,420,57.02,52.71,42.45,16.87,41.51,0.00,ゼイタクするまで抱きしめて [SP HYPER]
9,400,68.37,69.74,68.58,32.79,0.00,0.00,マツユキソウ [Hyper]
9,350,34.49,38.49,51.70,5.66,57.06,58.76,夏色海風 [ふつう]
9,400,25.04,76.07,38.01,79.23,8.12,0.00,妹 [Hyper Sister]
9,288,50.82,66.49,62.36,7.25,17.13,0.00,廃液 [Hyper_7K]
9,426,45.89,62.90,52.34,5.87,56.59,0.00,戦　- IKUSA - [7KEYS HYPER]
9,452,57.56,70.02,89.33,29.79,0.00,0.00,東 [HYPER]
9,451,52.88,64.58,81.34,78.78,25.08,0.00,温泉大作戦 [HYPER]
9,420,43.55,36.56,51.59,16.65,35.97,0.00,祈雨の菖蒲
9,420,43.55,36.56,51.59,16.65,35.97,0.00,祈雨の菖蒲
9,360,47.42,57.13,66.52,10.61,0.00,0.00,神様の恋心
9,452,62.52,52.55,38.63,8.74,8.20,0.00,風時夏 [SP HYPER]
10,509,92.40,102.93,94.10,75.95,32.18,17.07,(´0｀*)♪(≧Σ≦)♪(・ε・。)♪(￣∇￣；)♪（0∀0）=3♪o(･_･θ [SP HYPER]
10,435,75.88,95.50,132.63,38.51,0.00,0.00,Amplifying Effect -SP HYPER-
10,519,83.62,117.05,93.23,6.85,0.00,0.00,Armageddon[HYPER]
10,480,79.41,77.19,108.35,12.80,0.00,0.00,Aurora [HYPER7]
10,500,81.28,76.47,65.52,48.84,38.46,0.00,Back Out [SP HYPER]
10,510,93.55,87.68,100.10,68.92,0.00,0.00,Cutter [SP HYPER]
10,471,82.98,85.88,108.36,33.22,0.00,0.00,Ego Eater [Hyper]
10,420,73.30,83.01,88.78,58.40,0.00,0.00,Electric Emotion
10,480,63.90,77.64,52.43,7.11,38.98,0.00,EXCEED THE D[HYPER]
10,234,69.57,70.49,84.28,28.98,20.65,0.00,Fine Logic [7key HYPER]
10,505,77.50,85.65,81.98,56.53,53.67,0.00,GIFT [7key Hyper]
10,460,64.98,94.18,119.24,69.87,18.01,24.58,Gimme All The Cocaine [HYPER]
10,425,60.80,68.44,120.70,59.93,58.96,0.00,GIMMICK [HYPER]
10,500,70.31,89.66,109.64,101.50,36.23,0.00,GOODFORTUNE [H]
10,528,78.33,106.45,144.40,21.13,31.81,0.00,GOODRUSH [H]
10,528,78.33,106.45,144.40,21.13,31.81,0.00,GOODRUSH [H]
10,502,76.17,92.10,123.32,36.23,70.66,0.00,GOODWORLD [H]
10,450,71.06,75.57,83.14,51.41,50.10,0.00,Grievous Fate[HYPER]
10,425,84.84,83.77,88.08,32.84,34.70,80.53,Head BONK ache [SP HYPER]
10,505,51.97,63.89,98.23,67.29,23.91,0.00,Heartstrings
10,510,82.75,101.74,85.58,18.34,41.27,0.00,Hi-Fi-Story [SP HYPER]
10,470,78.02,66.10,108.01,33.76,69.60,0.00,Kirakirize World [HYPER]
10,476,78.42,76.69,79.96,50.70,27.93,0.00,KVEYKVA
10,460,60.63,91.47,68.62,30.89,17.61,0.00,LiVEMeTAL[HYPER]
10,476,73.66,87.88,84.69,66.06,65.48,0.00,Mind Disorder [HYPER]
10,469,73.38,66.69,59.88,37.41,99.73,32.92,MOBILYS [HYPER]
10,460,75.10,107.48,128.59,43.86,0.00,0.00,Never Escape
10,480,79.43,99.56,72.07,12.36,0.00,0.00,Opera House
10,470,80.02,76.18,67.77,94.87,111.63,60.88,ozma
10,450,74.54,65.82,81.88,80.75,20.04,0.00,Paracelestia
10,500,77.07,81.61,114.63,26.29,59.16,0.00,Pillars of Ash [HYPER]
10,475,80.89,92.76,68.80,7.22,27.65,0.00,Prominence (BMS Edit) [SP HYPER]
10,457,65.86,105.08,129.57,54.74,0.00,0.00,Q33B [HYPER]
10,450,69.99,72.90,71.54,42.62,0.00,0.00,rainbow
10,487,74.45,80.79,81.45,7.99,61.93,0.00,Roject-HAB
10,485,77.95,89.49,92.00,19.17,40.10,0.00,self-dissociation [SP HYPER]
10,433,73.30,62.92,82.80,89.63,26.62,0.00,Sesame Kingdom [Sesame Knight]
10,480,71.16,70.81,87.98,63.53,19.01,0.00,Sweet Pie
10,500,78.77,110.30,80.40,26.15,24.83,0.00,Time to beat the odds[SP HYPER]
10,506,71.38,82.36,77.61,31.75,57.84,0.00,Twin☆kle Snowglobe [SP HYPER]
10,460,74.09,96.81,79.74,10.27,27.96,0.00,Unleashed World [HYPER]
10,356,62.62,65.62,90.37,13.08,82.46,0.00,Wit's biz [SP HYPER]
10,432,84.57,91.77,99.29,67.12,49.83,0.00,うらドラみたいにスカートめくるなっ！ [HYPER7]
10,460,72.63,92.55,93.51,16.35,94.02,7.10,えいえんの　ゆめを　ください[HYPER]
10,469,71.01,77.79,82.70,33.06,0.00,0.00,お兄火[SP Hyper]
10,490,73.39,76.45,93.25,15.00,33.60,0.00,アルスノヴァに喝采を [SP HYPER]
10,500,75.69,100.28,158.35,60.81,39.17,0.00,イナリッチ
10,550,94.51,85.56,99.97,44.80,35.03,14.07,ヒュブリスの頂に聳えるのは [SP HYPER]
10,550,94.51,85.56,99.97,44.80,35.03,14.07,ヒュブリスの頂に聳えるのは [SP HYPER]
10,451,76.67,69.96,80.59,33.85,71.11,0.00,九龍霓虹街 [SP HYPER]
10,508,74.88,72.19,76.36,16.06,33.80,0.00,玉響サーチライト [SP HYPER]
10,496,72.92,91.41,65.96,16.90,70.39,0.00,田中 [HYPER]
10,498,58.76,74.38,61.55,12.17,0.00,149.67,竹 [HYPER]
10,420,68.46,77.32,67.57,19.93,26.19,7.12,翼の折れた天使たちのレクイエム [Hyper]
10,512,84.70,76.31,66.26,24.67,24.06,0.00,花たちに希望を [SP HYPER]
11,444,94.80,129.85,110.70,71.80,35.70,0.00,Bad Elixir[HYPER]
11,620,98.69,108.23,99.77,67.98,33.13,0.00,ECKESACHS[HYPER]
11,525,88.00,108.60,53.69,8.25,25.33,0.00,EXCEED THE D[HARD]
11,525,101.53,117.98,85.65,79.80,0.00,0.00,Grievous Fate[HARD]
11,540,102.37,113.76,114.69,21.17,0.00,0.00,Lacrimosa [SP Hyper]
11,480,91.08,120.41,93.89,22.16,21.55,0.00,Nothing is 4ever  [7KEYS HYPER]
11,538,89.68,98.85,150.93,28.23,40.33,0.00,SpellBound (Satellite Palace Remix) [7KEYS ANOTHER]
11,450,87.88,87.37,72.88,10.88,0.00,0.00,The Grinder [SP HYPER]
11,420,60.50,92.34,60.63,5.25,0.00,0.00,Vis10ns [HYPER]
12,721,121.03,144.44,172.52,93.92,0.00,0.00,Anti Function -SP HYPER-
12,500,155.14,161.46,87.93,17.92,80.32,23.18,MESMERA [SP HYPER]
5,99,32.41,94.07,37.46,7.12,0.00,28.69,Bit by Bit [5]
7,160,46.70,42.59,44.56,8.12,0.00,0.00,data lake [7k Another]
8,400,73.10,75.76,44.22,120.11,92.38,0.00,Contact lens - 1000RI 眼 [5K ANOTHER]
8,160,33.00,41.35,38.80,9.03,0.00,0.00,data lake [5k Another]
8,400,67.00,105.39,62.47,78.28,0.00,0.00,SEKIDO [5HARD]
8,432,52.05,54.47,72.02,23.25,0.00,0.00,Shake U
8,387,65.56,52.86,45.87,7.43,0.00,0.00,彼女が告白をした理由 [ANOTHER]
9,460,80.53,78.45,83.85,55.95,0.00,0.00,Eternal calm [ANOTHER7]
9,333,68.56,97.74,121.03,17.21,0.00,37.76,introspect
9,412,53.36,60.71,68.45,10.13,70.73,0.00,uruou
9,507,66.33,61.40,84.78,7.08,0.00,0.00,告白/告別 (BMS edit.) [SP ANOTHER]
9,350,76.63,64.86,153.00,6.49,76.71,0.00,晩夏 [SP ANOTHER]
10,440,75.30,52.38,84.40,6.70,73.48,18.65,Baby
10,440,75.30,52.38,84.40,6.70,73.48,18.65,Baby
10,457,96.63,67.56,112.87,21.93,70.51,0.00,Bouquet [SP Another]
10,496,120.93,107.92,84.67,23.67,0.00,0.00,Brand New Stories -ANOTHER-
10,350,101.30,85.53,65.20,39.75,67.50,0.00,Contact lens - 1000RI 眼 [7K ANOTHER]
10,360,86.71,70.49,83.37,22.82,0.00,0.00,DIGITAL DIVER 20XX
10,460,59.28,80.37,154.25,42.22,44.15,0.00,Dolphins [ANOTHER7]
10,460,84.01,66.37,105.98,6.87,95.80,0.00,Fall Apart [SP ANOTHER]
10,450,82.82,67.18,97.51,25.59,66.02,0.00,Flashdance [Another]
10,530,86.42,85.48,139.78,23.99,29.35,0.00,Fuzzy-Navel [SP ANOTHER]
10,450,90.77,67.93,80.68,33.02,10.17,0.00,Good Life [Another]
10,160,55.78,88.02,110.24,11.83,0.00,0.00,INLINE [5k Another]
10,160,75.03,80.44,120.42,7.54,0.00,0.00,INLINE [7k Another]
10,509,85.59,79.61,92.43,9.97,44.70,0.00,Night view [ANOTHER]
10,405,114.55,59.76,77.65,67.76,135.69,0.00,Not Useful Information [SP ANOTHER]
10,431,40.09,68.69,47.98,85.14,24.49,5.49,NULCTRL [EOT]
10,497,85.21,97.92,99.99,88.18,0.00,0.00,On And On!!
10,450,95.79,84.75,102.63,81.19,15.99,0.00,Rush-More [Another]
10,475,90.12,81.81,50.61,32.09,0.00,0.00,Sea Breeze Memory[SP ANOTHER]
10,583,82.13,72.82,70.55,23.81,34.36,0.00,SHINKA [7KEYS ANOTHER]
10,450,78.07,66.36,84.78,8.20,40.84,0.00,Sugar Torture [SP ANOTHER]
10,370,77.05,82.12,67.62,13.51,0.00,0.00,Vista [7key Another]
10,452,88.84,88.08,56.12,13.67,0.00,0.00,Wanted Robbery
10,455,75.33,65.45,93.69,12.17,0.00,0.00,Wonderful Tomorrow [SP ANOTHER]
10,487,102.79,76.35,65.24,13.73,50.06,0.00,ふたりの-><-シグナル [SP ANOTHER]
10,487,102.79,76.35,65.24,13.73,50.06,0.00,ふたりの-><-シグナル [SP ANOTHER]
10,585,93.66,94.15,113.03,97.61,33.38,28.61,クエンさん＊ガバメント
10,160,93.64,70.98,94.31,7.93,47.91,0.00,プナイプナイげんそう～５人の並行世界から来たてるやまたちが世界を救う！？　プナイプナイinワンダーランド～
10,520,86.60,84.30,75.18,50.02,26.66,0.00,爽昧夢想ラバーズ [SP ANOTHER]
11,160,107.03,118.13,93.03,34.88,90.42,0.00,"Flanker-E" [ANOTHER]
11,420,100.83,106.06,150.41,23.74,73.18,0.00,2anyFirst [7-A]
11,574,125.34,142.14,131.09,64.09,0.00,0.00,Agilion[ANOTHER]
11,530,120.44,126.09,157.40,26.21,40.06,0.00,ALICE IN PICOPICO NIGHT (SP Another)
11,518,116.92,133.82,125.87,87.66,0.00,0.00,Amplifying Effect -SP ANOTHER-
11,560,111.32,115.33,170.02,32.09,46.66,0.00,Angel's Salad [ANOTHER]
11,530,94.50,99.74,100.25,16.76,59.38,0.00,Black Wings [Another]
11,470,93.76,88.79,74.03,9.83,0.00,0.00,Breeze [ANOTHER7]
11,433,91.25,64.91,98.54,42.78,63.26,0.00,Can't it be true
11,560,118.76,127.36,137.27,78.50,33.97,0.00,Comet (BMS Edit) [SP ANOTHER]
11,534,109.20,125.54,92.47,72.09,56.81,0.00,Creamy Sugary OVERDRIVE!!! [ANOTHER]
11,480,105.16,92.00,83.30,73.42,40.39,0.00,Edge of bravery[ANOTHER]
11,570,114.40,115.61,86.37,14.96,5.05,0.00,Elixir [ANOTHER7]
11,493,76.89,104.03,99.52,64.41,47.67,0.00,energy trixxx
11,500,97.06,111.51,117.42,21.33,74.88,0.00,Error Sector
11,530,101.81,98.93,97.56,38.49,0.00,0.00,FURTHER FRONTIER[ANOTHER]
11,410,97.38,119.74,152.93,8.80,25.71,144.76,Giselle [a]
11,540,107.57,127.02,126.83,37.62,75.16,0.00,GOODWORLD [A]
11,399,92.57,93.13,83.89,39.28,37.43,0.00,IMPULSE [SP ANOTHER]
11,470,87.60,79.43,75.05,29.00,0.00,0.00,Inside Out [SP ANOTHER]
11,435,94.21,104.40,126.24,35.43,3.17,37.02,introspect [SP ANOTHER]
11,549,105.86,107.44,132.90,56.46,42.38,0.00,JKillMe[SP ANOTHER]
11,500,98.85,85.89,114.32,34.04,65.54,0.00,Kirakirize World [ANOTHER-]
11,429,73.42,57.39,40.46,38.20,0.00,0.00,Kunzite [7K ANOTHER]
11,530,104.30,101.50,67.19,21.61,0.00,0.00,LAST PROPOZE[ANOTHER]
11,450,116.35,113.71,82.64,34.98,0.00,31.42,Life is PIANO [Another]
11,531,118.36,122.47,153.69,12.51,88.48,0.00,MARENOL[ANOTHER]
11,558,113.26,92.92,67.94,49.82,104.45,113.98,MOBILYS [ANOTHER]
11,460,119.43,118.43,133.17,41.93,78.43,0.00,New York Back Raise [SP ANOTHER]
11,460,119.43,118.43,133.17,41.93,78.43,0.00,New York Back Raise [SP ANOTHER]
11,523,93.26,97.94,90.05,41.36,19.29,0.00,NightTheater [SP ANOTHER]
11,455,73.41,76.96,69.77,16.97,10.95,0.00,Null Archive [ANOTHER]
11,537,91.47,77.44,100.61,41.52,30.81,0.00,Oekaki [SP Another]
11,537,91.47,77.44,100.61,41.52,30.81,0.00,Oekaki [SP Another]
11,515,81.98,110.46,133.63,50.48,33.23,0.00,Palette Lab [ANOTHER]
11,488,96.52,108.33,128.79,32.28,49.42,0.00,Peridot [SP ANOTHER]
11,573,106.42,120.93,137.35,62.25,16.32,0.00,PHAZE UPPER [SP ANOTHER]
11,577,113.54,122.08,117.09,84.68,0.00,0.00,PhonDrome![ANOTHER]
11,532,97.09,110.67,101.92,42.94,75.60,0.00,R.I.P.
11,510,103.60,96.98,145.53,68.31,33.50,0.00,reflection [7KEYS ANOTHER]
11,450,117.79,124.92,102.40,71.13,34.96,0.00,Removal [ANOTHER]
11,298,114.76,68.71,99.93,3.79,84.49,0.00,Same as you [SP ANOTHER]
11,527,107.79,114.76,79.26,32.18,37.20,0.00,scorching:cyclone [SP ANOTHER]
11,529,113.94,102.17,125.68,88.14,85.60,0.00,scualee[ANOTHER]
11,529,113.94,102.17,125.68,88.14,85.60,0.00,scualee[ANOTHER]
11,533,98.74,105.02,110.95,71.16,63.29,0.00,Secret Order [ANOTHER]
11,506,94.09,100.87,154.91,109.41,68.89,0.00,slic.hertz [SP Another]
11,510,92.17,91.55,85.09,34.83,0.00,0.00,Song [SP ANOTHER]
11,510,92.17,91.55,85.09,34.83,0.00,0.00,Song [SP ANOTHER]
11,540,108.82,103.59,123.12,43.97,0.00,0.00,Sunset Toybox [ANOTHER]
11,485,91.86,129.03,62.09,20.97,0.00,0.00,techいも [7K ANOTHER]
11,480,94.34,86.33,65.92,8.00,71.94,0.00,The Last Page [SP ANOTHER]
11,455,86.98,80.43,101.03,25.06,16.43,0.00,Trane [SP ANOTHER]
11,500,115.89,111.93,76.58,7.55,0.00,0.00,Twilight Route
11,450,112.91,120.44,126.62,104.65,0.00,0.00,VEZZELiX [Another]
11,580,92.05,98.63,99.18,126.04,10.95,0.00,ウタカタ・サマーメモリーズ [ANOTHER]
11,470,100.38,86.07,70.67,8.64,76.63,0.00,スピカ [SP ANOTHER]
11,420,115.32,102.63,81.47,30.65,59.33,0.00,ゼイタクするまで抱きしめて [SP ANOTHER]
11,490,119.33,116.70,103.05,28.23,0.00,0.00,マツユキソウ [Another]
11,337,106.32,118.51,130.96,41.31,64.52,0.00,九龍霓虹街 [SP ANOTHER]
11,300,63.17,67.47,64.09,7.98,91.69,52.40,夏色海風 [むずかしい]
11,450,93.46,84.54,124.05,64.97,76.50,0.00,家物語 [SP ANOTHER]
11,385,93.55,112.34,61.15,9.17,37.78,0.00,廃液 [Another_7K]
11,580,109.58,110.63,159.88,69.87,81.80,0.00,東 [ANOTHER]
11,483,83.51,102.49,96.48,93.72,25.31,0.00,温泉大作戦 [ANOTHER]
11,502,78.34,70.12,70.26,31.17,38.47,0.00,祈雨の菖蒲
11,502,78.34,70.12,70.26,31.17,38.47,0.00,祈雨の菖蒲
11,440,89.14,90.58,97.08,29.11,0.00,0.00,神様の恋心
11,510,124.32,119.17,80.92,26.92,33.62,7.70,翼の折れた天使たちのレクイエム [Another]
