楽曲レベル,TOTAL値,COMPLEX,POWER,RHYTHM,SCRATCH,HOLDING,GIMMICK,フルタイトル
11,432,94.49,81.45,78.67,9.71,8.16,0.00,風時夏 [SP ANOTHER]
12,600,156.44,161.41,82.88,64.56,102.00,0.00,"Fishpot"
12,595,137.35,127.07,99.82,42.35,57.27,15.19,"Fulcrum-D"
12,560,126.60,131.90,110.25,94.29,44.06,17.05,(´0｀*)♪(≧Σ≦)♪(・ε・。)♪(￣∇￣；)♪（0∀0）=3♪o(･_･θ [SP ANOTHER]
12,480,125.91,120.68,126.10,15.08,105.10,0.00,A Gleam for the Sightless [SP ANOTHER]
12,575,140.24,147.70,147.61,74.78,47.42,0.00,alicemourn [ANOTHER]
12,525,116.64,118.44,113.57,16.54,43.41,0.00,alicemourn [HARD]
12,545,146.54,157.16,114.81,14.79,0.00,0.00,Armageddon[ANOTHER]
12,580,119.32,124.49,128.04,17.71,0.00,0.00,Aurora [ANOTHER7]
12,555,132.43,127.66,86.07,57.89,40.67,0.00,Back Out [SP ANOTHER]
12,567,148.37,163.12,158.48,133.66,62.73,0.00,Bad Elixir[ANOTHER]
12,300,127.94,135.78,54.93,74.17,75.17,54.09,Bit by Bit [7main]
12,550,99.91,97.96,86.49,92.51,0.00,0.00,Bouquet colore
12,400,98.00,97.56,135.51,14.56,0.00,0.00,breathe [SP ANOTHER]
12,520,128.33,105.36,152.02,29.08,118.06,13.72,Cat's rule [Insane]
12,564,128.58,115.55,133.66,115.57,54.83,0.00,Cutter [SP ANOTHER]
12,555,126.31,137.67,67.01,22.47,115.62,43.44,Destr0yer[ANOTHER]
12,675,140.64,139.98,125.32,106.83,48.46,0.00,ECKESACHS[ANOTHER]
12,500,127.96,116.32,77.17,90.47,40.21,0.00,Edge of bravery[VENGEANCE]
12,561,142.37,138.95,117.38,111.98,0.00,0.00,Ego Eater [Another]
12,534,141.86,150.73,149.04,123.09,0.00,0.00,Electric Emotion
12,557,99.35,130.54,107.32,112.37,51.36,0.00,energy trixxx
12,530,136.43,140.93,86.79,63.95,0.00,0.00,EXCEED THE D[ANOTHER]
12,590,141.60,149.98,166.53,37.96,24.58,0.00,Fever Dream [7-A]
12,554,122.34,129.30,93.77,35.86,0.00,0.00,Fine Logic [7key ANOTHER]
12,160,121.55,130.49,75.94,50.84,67.51,0.00,For No Reason
12,660,126.68,129.37,114.89,97.98,36.35,0.00,GIFT [7key Another]
12,500,126.09,135.17,136.35,89.13,40.04,29.82,Gimme All The Cocaine [ANOTHER]
12,325,120.42,138.77,170.01,93.81,38.72,17.29,GIMMICK [ANOTHER]
12,550,114.20,115.73,124.36,109.60,34.62,0.00,GOODFORTUNE [A]
12,562,112.96,129.52,154.43,28.48,32.69,0.00,GOODRUSH [A]
12,562,112.96,129.52,154.43,28.48,32.69,0.00,GOODRUSH [A]
12,550,138.83,145.95,95.23,101.12,0.00,0.00,Grievous Fate[ANOTHER]
12,450,145.39,143.57,116.50,75.43,63.98,80.49,Head BONK ache [SP ANOTHER]
12,596,101.97,110.33,120.90,100.56,60.71,0.00,Heartstrings
12,560,121.60,137.79,106.47,19.59,42.85,0.00,Hi-Fi-Story [SP ANOTHER]
12,533,133.91,113.57,113.31,71.08,151.07,0.00,HOPE [7key Another HOPE]
12,530,119.82,109.34,131.05,70.83,70.07,0.00,Kirakirize World [ANOTHER]
12,602,133.69,127.25,107.91,84.77,88.63,0.00,Kung-fu Fantasia [達]
12,580,119.17,122.38,81.90,65.94,36.11,0.00,KVEYKVA
12,630,134.18,147.86,126.75,21.05,0.00,0.00,Lacrimosa [SP Another]
12,560,124.75,135.14,92.82,49.20,62.52,19.72,LiVEMeTAL[ANOTHER]
12,650,124.73,141.02,163.93,41.08,78.76,0.00,Luxvinore [7-A]
12,598,132.40,130.12,131.09,121.64,58.32,101.59,Mind Disorder [ANOTHER]
12,650,132.12,146.39,158.84,89.61,0.00,0.00,Never Escape
12,576,130.56,147.26,99.20,87.27,37.50,0.00,Nothing is 4ever [7KEYS ANOTHER]
12,540,128.16,139.02,112.49,19.64,15.52,0.00,Opera House
12,552,131.18,126.96,107.57,89.20,63.54,0.00,Ops:Limone [SP ANOTHER]
12,610,138.33,140.39,134.67,108.79,133.37,71.78,ozma
12,544,116.87,99.34,86.98,105.16,36.73,0.00,Paracelestia
12,470,138.62,138.72,135.91,48.56,75.82,0.00,Pillars of Ash [ANOTHER]
12,530,113.46,123.39,71.26,7.35,27.84,0.00,Prominence (BMS Edit) [SP ANOTHER]
12,505,121.45,127.19,120.99,16.91,54.30,0.00,Psalms ～魂の還るばしょ～ [SP ANOTHER]
12,471,81.71,119.30,141.30,57.67,0.00,0.00,Q33B [ANOTHER]
12,550,108.62,106.52,79.12,64.63,0.00,0.00,rainbow
12,467,126.78,125.53,159.62,8.41,85.90,71.58,Random [SP ANOTHER]
12,555,128.70,146.63,123.84,14.25,71.97,0.00,Roject-HAB
12,450,113.59,117.31,152.41,101.27,50.09,0.00,Rush-Hour [SP Another]
12,550,103.91,129.12,73.59,84.11,28.07,0.00,SEKIDO [7ANOTHER]
12,400,137.44,137.83,130.41,19.49,56.40,0.00,self-dissociation [SP ANOTHER]
12,525,112.75,94.38,107.52,36.22,54.89,23.53,Sense [SP ANOTHER]
12,533,134.41,150.92,154.89,123.13,86.78,56.65,Sesame Kingdom [Sesame Princess]
12,502,82.22,67.55,92.21,99.54,0.00,0.00,Shake U
12,568,132.68,116.91,76.13,132.97,54.07,0.00,Signager (Another)
12,638,134.18,142.89,164.52,45.64,79.59,0.00,SpellBound (Satellite Palace Remix) [7KEYS LUNATIC]
12,540,131.39,134.19,76.07,74.00,46.07,0.00,Sweet Pie
12,550,118.76,114.92,64.50,38.18,0.00,0.00,The Grinder [SP ANOTHER]
12,560,110.90,136.69,95.81,40.23,58.06,0.00,Time to beat the odds[SP ANOTHER]
12,666,128.94,138.75,106.32,57.47,74.34,0.00,Twin☆kle Snowglobe [SP ANOTHER]
12,360,121.59,144.85,93.64,61.10,0.00,0.00,Unleashed World [ANOTHER-]
12,480,146.54,158.38,100.22,67.64,0.00,0.00,Unleashed World [ANOTHER]
12,450,89.00,112.92,60.04,5.34,40.64,0.00,Vis10ns [ANOTHER]
12,443,127.11,128.66,146.10,25.13,124.41,0.00,Wit's biz [SP ANOTHER]
12,555,132.74,146.45,138.05,127.41,0.00,0.00,うらドラみたいにスカートめくるなっ！ [ANOTHER7]
12,670,139.36,144.47,142.01,70.48,62.46,8.11,えいえんの　ゆめを　ください[ANOTHER]
12,522,121.15,125.32,135.51,54.40,0.00,0.00,お兄火[SP Another]
12,590,112.13,113.97,111.41,25.58,44.13,0.00,アルスノヴァに喝采を [SP ANOTHER]
12,550,135.70,149.25,178.80,94.86,0.00,0.00,イナリッチ
12,670,128.66,126.70,105.11,55.93,38.08,14.07,ヒュブリスの頂に聳えるのは [SP ANOTHER]
12,670,128.66,126.70,105.11,55.93,38.08,14.07,ヒュブリスの頂に聳えるのは [SP ANOTHER]
12,609,116.09,145.47,142.40,135.43,24.59,0.00,妹 [Another Sister]
12,540,115.16,126.62,135.46,7.10,71.15,0.00,戦　- IKUSA - [7KEYS ANOTHER]
12,650,136.61,139.74,124.96,84.77,42.36,0.00,玉響サーチライト [SP ANOTHER+]
12,600,127.05,124.53,129.04,70.54,38.51,0.00,玉響サーチライト [SP ANOTHER]
12,562,130.02,139.54,100.53,34.45,63.88,0.00,田中 [ANOTHER]
12,567,120.53,123.37,89.66,15.92,0.00,155.40,竹 [ANOTHER]
12,573,130.69,123.90,79.97,39.84,42.80,0.00,花たちに希望を [SP ANOTHER]
20,827,144.30,166.96,180.22,123.31,38.58,0.00,Anti Function -SP ANOTHER-
24,740,179.88,190.68,131.97,40.68,39.98,25.89,MESMERA [SP ANOTHER]
-1,300,155.76,168.05,180.70,107.44,66.35,0.00,GIMMICK [://]
0,425,161.64,156.88,159.55,68.77,110.03,0.00,A Gleam for the Sightless [SP CLUELESS]
0,750,182.05,188.78,98.87,72.26,0.00,0.00,Agilion[OVERJOY]
0,565,171.50,186.59,155.31,39.70,0.00,0.00,Armageddon[INSANE]
0,530,155.81,157.30,84.05,27.73,111.21,43.11,Destr0yer[INSANE]
0,360,118.48,99.97,76.99,19.15,0.00,0.00,DIGITAL DIVER 20XX［FUTURE］
0,400,38.05,113.75,89.27,28.63,0.00,62.69,drink-colored eight star [file]
0,160,0.00,0.00,0.00,0.00,0.00,0.00,Fine Logic
0,666,169.37,167.42,131.94,102.24,0.00,0.00,GIFT [For "U"...]
0,691,147.58,151.87,144.30,91.62,64.87,0.00,JKillMe[SP REVENGE]
0,400,101.75,76.23,99.60,41.40,83.70,151.99,Kirakirize World [Kirakira]
0,650,163.62,159.68,83.69,26.57,75.74,20.85,LiVEMeTAL[IRREGULAR]
0,553,157.04,157.89,186.59,16.47,65.78,0.00,MARENOL[INSANE]
0,300,126.38,138.87,159.44,18.78,42.72,0.00,SpellBound (Satellite Palace Remix) [7KEYS INSANE]
0,681,148.47,161.59,115.40,106.54,61.84,0.00,Time to beat the odds[SP REBELLIONS]
0,865,174.79,184.36,154.72,92.20,70.33,30.95,えいえんの　ゆめを　ください[NIRVANA]
1,415,117.60,110.14,153.62,6.85,53.51,0.00,Fall Apart [SP INSANE]
1,365,97.93,96.53,133.11,52.56,91.80,0.00,家物語 [家への険しい道のり]
2,460,123.77,111.96,88.78,9.94,8.14,0.00,風時夏 [SP INSANE]
3,510,132.25,130.52,72.25,60.03,0.00,0.00,Inside Out [SP INSANE]
3,438,125.60,129.19,101.30,35.40,24.53,0.00,Peridot [SP CHRYSOLITE]
4,450,127.16,123.33,112.05,39.17,42.73,0.00,Song [SP INSANE]
4,450,127.16,123.33,112.05,39.17,42.73,0.00,Song [SP INSANE]
4,370,131.70,114.46,116.79,31.23,0.00,0.00,Trane [SP INSANE]
5,455,153.30,134.29,84.98,41.87,0.00,0.00,Sea Breeze Memory[SP INSANE]
5,459,145.71,138.22,80.71,17.92,80.12,0.00,ふたりの-><-シグナル [SP INSANE]
5,459,145.71,138.22,80.71,17.92,80.12,0.00,ふたりの-><-シグナル [SP INSANE]
6,480,138.66,142.72,109.93,53.79,95.21,39.15,GIFT [rather]
7,475,136.22,140.84,145.38,117.20,52.45,0.00,Rush-Hour [SP INSANE]
7,410,153.54,156.24,78.53,43.88,36.58,0.00,ゼイタクするまで抱きしめて [サエザー]
8,525,156.65,156.34,142.20,33.89,50.17,0.00,New York Back Raise [FULL HOUSE]
8,525,156.65,156.34,142.20,33.89,50.17,0.00,New York Back Raise [FULL HOUSE]
8,430,160.14,142.80,70.89,68.08,0.00,0.00,Sea Breeze Memory[SP INSANE+]
8,495,138.49,150.00,85.23,22.33,0.00,0.00,techいも [7K INSANE]
10,160,72.01,56.65,61.29,10.62,44.23,0.00,data lake [7k Insane]
10,500,153.10,146.50,135.17,86.76,71.26,16.24,Kirakirize World [INSANE]
10,250,40.25,70.39,64.80,127.93,46.67,0.00,ウタカタ・サマーメモリーズ [SCRATCH PARTY]
11,450,147.34,148.01,116.39,15.93,79.32,137.90,HOPE [DREAM]
11,600,153.15,150.95,118.19,40.14,43.85,0.00,アルスノヴァに喝采を [SP INSANE]
11,672,121.97,121.12,138.38,114.82,58.29,32.76,クエンさん＊ガバメント
11,400,129.72,110.44,163.99,7.17,76.08,0.00,晩夏 [SP INSANE]
12,160,128.10,143.02,114.45,48.98,86.97,0.00,"Flanker-E" [INSANE]
12,623,165.17,173.12,138.34,68.20,0.00,0.00,Agilion[INSANE]
12,680,145.50,146.24,181.60,40.33,67.25,0.00,Angel's Salad [IDEALISM]
12,326,141.67,141.26,157.52,17.44,0.00,0.00,breathe [SP INSANE]
12,580,134.14,130.72,91.85,13.39,0.00,0.00,Breeze [BITTER7]
12,386,146.97,157.05,132.30,74.42,0.00,5.76,c.s.q.n. [BUT FOR CONDITION]
12,444,142.12,142.20,148.60,99.29,49.66,0.00,Comet (BMS Edit) [SP INSANE]
12,900,173.59,177.14,88.85,119.11,86.95,83.27,Creamy Sugary OVERDRIVE!!! [INSANE]
12,555,139.16,138.41,121.68,46.31,34.07,0.00,Cutter [SP INSANE]
12,636,137.00,133.37,81.97,18.81,5.71,0.00,Elixir [BITTER7]
12,680,142.99,149.20,100.05,123.43,68.47,0.00,energy trixxx
12,580,136.54,144.66,94.29,22.66,88.65,0.00,Error Sector [Fatal Error]
12,455,136.97,126.45,141.11,22.41,82.75,0.00,Fuzzy-Navel [SP AGASTIA]
12,550,147.40,148.71,137.16,94.75,41.99,32.13,Gimme All The Cocaine [INSANE]
12,333,118.98,145.04,166.89,83.42,0.00,0.00,GIMMICK [NO]
12,555,160.53,151.06,123.14,129.31,33.75,0.00,GOODFORTUNE [凶]
12,600,145.06,149.61,164.18,42.52,0.00,0.00,GOODRUSH [I]
12,600,145.06,149.61,164.18,42.52,0.00,0.00,GOODRUSH [I]
12,500,165.95,172.14,162.56,74.56,74.39,80.48,Head BONK ache [MIGRAINE]
12,460,106.80,107.00,87.09,41.10,53.97,0.00,IMPULSE [SP INSANE]
12,160,110.31,117.40,111.38,7.76,0.00,0.00,INLINE [7k Insane]
12,400,126.45,133.21,144.45,43.83,0.00,38.64,introspect [SP INSANE]
12,723,157.28,152.51,123.10,110.69,113.34,0.00,Kung-fu Fantasia [仙]
12,620,151.34,140.49,71.83,22.57,0.00,0.00,LAST PROPOZE[INSANE]
12,470,128.16,130.71,106.83,48.82,34.85,0.00,NightTheater [SP AGASTIA]
12,580,155.82,164.60,177.43,92.94,44.72,0.00,Palette Lab [INSANE]
12,588,150.87,153.09,142.42,46.71,53.50,0.00,Peridot [SP INSANE]
12,550,150.53,163.83,170.91,17.77,54.63,0.00,Psalms ～魂の還るばしょ～ [SP INSANE]
12,540,107.11,147.59,156.59,104.34,59.50,0.00,Q33B [INSANE]
12,573,142.42,148.05,115.31,118.73,74.41,0.00,R.I.P.
12,500,165.66,167.14,125.34,105.57,45.20,0.00,Removal [INSANE]
12,654,146.95,144.80,121.29,45.60,75.99,0.00,scorching:cyclone [SP INSANE]
12,560,130.22,126.52,130.13,95.76,86.09,0.00,scualee[EUKLASIS]
12,560,130.22,126.52,130.13,95.76,86.09,0.00,scualee[EUKLASIS]
12,763,141.40,142.79,127.11,121.55,61.62,0.00,Secret Order [ドクウツボ]
12,550,126.62,126.75,95.07,8.92,82.55,0.00,The Last Page [SP INSANE]
12,450,146.81,145.33,163.57,116.86,0.00,0.00,VEZZELiX [Inasne]
12,600,132.58,120.17,103.59,22.46,0.00,0.00,Wonderful Tomorrow [WONDER]
12,580,129.26,118.18,100.76,133.50,22.33,0.00,ウタカタ・サマーメモリーズ [INSANE]
12,420,126.15,115.68,64.64,12.67,18.37,0.00,スピカ [SP MINELAUVA]
12,160,131.07,136.18,113.00,9.52,47.49,0.00,プナイプナイげんそう～５人の並行世界から来たてるやまたちが世界を救う！？　プナイプナイinワンダーランド～
12,400,156.87,144.88,123.88,11.46,0.00,0.00,マツユキソウ [Insane]
12,488,144.11,143.05,50.09,9.32,63.94,0.00,廃液 [Insane_7K]
12,660,131.63,130.80,167.81,90.52,68.04,0.00,東 [IHATOV]
12,550,139.75,130.12,80.65,70.91,49.56,0.00,爽昧夢想ラバーズ [SP INSANE]
12,547,113.57,96.76,92.28,46.32,57.60,0.00,祈雨の菖蒲
12,547,113.57,96.76,92.28,46.32,57.60,0.00,祈雨の菖蒲
12,520,137.24,133.64,114.60,81.11,0.00,0.00,神様の恋心
12,444,155.35,143.88,93.63,71.77,0.00,7.70,翼の折れた天使たちのレクイエム †カタルシス†
13,666,170.16,177.26,167.99,151.83,86.62,0.00,Bad Elixir[INSANE]
13,550,156.30,163.67,109.71,69.85,0.00,0.00,EXCEED THE D[INSANE]
13,422,140.69,152.45,166.72,9.26,24.15,145.97,Giselle [b]
13,450,150.85,140.93,85.12,37.25,0.00,29.91,Life is PIANO [Rea'ju]
13,680,166.35,174.87,149.12,121.01,130.73,74.75,ozma
13,280,127.54,134.31,61.35,8.64,30.49,16.64,The Last Page
14,700,151.16,152.30,135.60,121.56,0.00,0.00,PhonDrome![GALAPAGOS']
14,450,157.65,142.24,121.92,41.68,0.00,0.00,Trane [SP ELIXIR]
15,680,159.48,163.76,155.35,63.37,42.79,0.00,九龍霓虹街 [SP INSANE]
15,680,166.85,161.89,117.10,81.51,76.52,0.00,爽昧夢想ラバーズ [ASTRAL]
15,510,167.96,148.78,60.00,10.56,44.73,0.00,風時夏 [晴海歌]
16,500,164.70,163.01,121.23,44.70,43.14,0.00,ゼイタクするまで抱きしめて [LOVERS]
16,630,165.85,164.43,122.98,68.22,58.52,15.06,ヒュブリスの頂に聳えるのは [SP INSANE]
16,630,165.85,164.43,122.98,68.22,58.52,15.06,ヒュブリスの頂に聳えるのは [SP INSANE]
16,612,158.76,158.08,145.98,93.70,40.97,0.00,玉響サーチライト [SP INSANE]
17,575,162.07,162.20,160.38,98.20,51.80,0.00,Rush-Hour [SP LEGGENDARIA]
17,425,154.03,149.60,144.52,19.70,57.16,0.00,self-dissociation [SP INSANE]
17,565,129.01,143.62,163.89,156.41,81.89,0.00,slic.hertz [SP Turntablism]
17,541,158.05,174.66,170.82,55.14,97.70,0.00,Wit's biz [SP INSANE]
18,600,158.72,164.38,111.52,56.76,57.14,0.00,Hi-Fi-Story [SP EXTRA]
18,630,177.51,167.80,147.96,109.45,0.00,0.00,Ops:Limone [SP INSANE]
18,717,155.77,126.91,76.15,161.78,0.00,0.00,Shake U
18,500,158.29,167.92,118.26,90.22,0.00,0.00,Unleashed World -Luna-
19,490,162.98,169.43,154.57,50.83,88.15,0.00,New York Back Raise [ROYAL STRAIGHT FLUSH]
19,490,162.98,169.43,154.57,50.83,88.15,0.00,New York Back Raise [ROYAL STRAIGHT FLUSH]
20,570,163.10,172.01,153.82,21.99,0.00,0.00,Lacrimosa [SP Insane]
20,480,163.04,154.04,141.33,53.42,46.13,25.38,Sense [SP SENSELESS]
20,564,153.93,156.21,145.02,61.21,0.00,0.00,お兄火[鬼火]
20,550,169.69,181.75,180.45,50.67,0.00,0.00,ゼイタクするまで抱きしめて [SEXY]
21,650,166.54,168.23,164.77,82.13,78.09,0.00,alicemourn [INSANE]
21,650,172.94,170.50,155.41,126.86,72.93,0.00,Heartstrings [Lyra and Bon Bon]
21,628,164.66,163.00,159.79,16.49,68.22,0.00,Luxvinore [7-I]
21,610,172.72,181.45,164.31,26.60,38.21,0.00,Opera House
21,550,174.80,171.49,109.91,39.41,92.23,0.00,ふたりの-><-シグナル [SHINING LIFE]
21,550,174.80,171.49,109.91,39.41,92.23,0.00,ふたりの-><-シグナル [SHINING LIFE]
22,600,169.19,182.79,174.99,34.46,54.57,0.00,Psalms ～魂の還るばしょ～ [ANGELUS]
22,450,159.30,154.82,142.64,34.23,56.92,0.00,self-dissociation [SP DISSOCIATED]
22,720,175.40,184.35,173.93,70.59,81.18,0.00,アルスノヴァに喝采を [ANGUISHFUL]
22,300,167.81,158.60,65.90,12.99,18.41,0.00,スピカ [SP VINDEMIATRIX]
22,768,168.32,171.54,124.35,91.00,40.41,0.00,玉響サーチライト [Little Little Unisons]
23,510,174.82,184.63,163.18,90.99,78.97,80.45,Head BONK ache [CLUSTER HEADACHE]
23,646,177.89,181.51,136.98,68.61,108.45,0.00,Pillars of Ash [INSANE]
23,918,177.53,189.05,125.99,83.05,77.79,0.00,Twin☆kle Snowglobe [SP INSANE]
23,600,175.54,184.79,113.45,98.11,0.00,0.00,Unleashed World -Genocide-
23,700,178.62,195.05,181.35,50.73,0.00,0.00,ゼイタクするまで抱きしめて [NASTY]
24,600,174.14,181.19,129.72,103.24,0.00,0.00,GIFT From "B"…
24,555,167.39,174.73,69.67,34.80,0.00,0.00,LAST PROPOZE [Farewell]
24,711,191.17,186.38,146.50,113.96,0.00,0.00,Ops:Limone [Mission: FINAL]
24,555,178.37,175.49,104.67,35.75,69.95,0.00,ふたりの-><-シグナル [BLOOMING DAYS]
24,555,178.37,175.49,104.67,35.75,69.95,0.00,ふたりの-><-シグナル [BLOOMING DAYS]
24,720,186.33,180.50,90.64,155.02,57.64,0.00,ウタカタ・サマーメモリーズ -Dive to 死-
24,610,173.18,177.37,138.70,65.28,48.50,11.19,ヒュブリスの頂に聳えるのは [XANADU]
24,610,173.18,177.37,138.70,65.28,48.50,11.19,ヒュブリスの頂に聳えるのは [XANADU]
24,900,181.82,186.44,114.59,96.16,39.77,0.00,玉響サーチライト [陽溜ファーストステップ]
24,675,177.84,182.20,61.03,11.01,44.69,0.00,風時夏 [夏海記]
25,950,184.57,199.81,169.50,85.77,118.50,0.00,"Fishpot"
25,1061,175.32,199.06,187.93,169.88,26.74,0.00,Anti Function -SP INSANE-
25,935,185.58,198.40,173.46,8.23,54.42,0.00,Fall Apart [fragments]
25,755,188.32,189.10,119.37,144.00,79.02,0.00,HOPE [POWER]
25,777,188.66,199.94,139.80,55.95,44.60,26.37,MESMERA [SP INSANE]
25,706,179.65,193.43,177.52,36.08,86.63,0.00,Psalms ～魂の還るばしょ～ [NIRVANA]
25,750,188.51,199.62,115.98,99.99,0.00,0.00,Unleashed World -Ragnarok-
25,700,183.37,193.81,110.96,73.99,0.00,0.00,Unleashed World [INSANE]
25,1100,187.78,200.00,185.72,82.39,0.00,0.00,ゼイタクするまで抱きしめて [ E X T A C Y ]
25,789,183.14,195.59,122.79,87.65,82.48,0.00,爽昧夢想ラバーズ [NOCTAMBULISM]
26,765,176.57,195.08,145.43,43.82,97.32,0.00,New York Back Raise [ S U P E R P L A Y ]
26,765,176.57,195.08,145.43,43.82,97.32,0.00,New York Back Raise [ S U P E R P L A Y ]
26,500,165.02,166.58,151.75,37.69,56.61,0.00,self-dissociation [SP SELFLESS]
26,1040,190.02,200.00,177.46,86.69,93.00,0.00,アルスノヴァに喝采を [SUPERNOVA]
26,1000,185.63,200.00,106.50,65.96,0.00,0.00,ゼイタクするまで抱きしめて [ S U P E R S E X Y ]
26,800,193.51,200.00,48.14,15.93,79.01,0.00,風時夏 [大天空]
27,1000,192.58,200.00,142.21,43.13,75.41,45.83,MESMERA [KOOKY]
27,888,187.78,200.00,133.08,74.66,64.09,15.06,ヒュブリスの頂に聳えるのは [SUPEREGOISM]
27,888,187.78,200.00,133.08,74.66,64.09,15.06,ヒュブリスの頂に聳えるのは [SUPEREGOISM]
88,886,140.80,68.02,67.22,142.25,189.34,17.35,告白/告別 (BMS edit.) [SP Farewell]
99,733,159.24,180.38,105.47,162.94,126.17,0.00,Kung-fu Fantasia [四千年]
99,900,192.10,200.00,128.75,116.92,0.00,0.00,Unleashed World [DESPERATE]
0,300,0.00,0.00,0.00,0.00,0.00,0.00,"Fulcrum-D"
0,173,65.14,73.03,78.92,64.92,83.62,151.72,GIMMICK [THINGY]
0,160,0.00,0.00,0.00,0.00,0.00,0.00,MESMERA [0]
1,160,0.00,0.00,0.00,0.00,0.00,0.00,c.s.q.n.
1,160,0.00,0.00,0.00,0.00,0.00,0.00,scualee
1,160,0.00,0.00,0.00,0.00,0.00,0.00,scualee
1,160,0.00,0.00,0.00,0.00,0.00,0.00,Sunset Toybox
1,160,0.00,0.00,0.00,0.00,0.00,0.00,Twilight Route
2,310,20.42,29.76,15.80,4.13,0.00,0.00,Breeze [EASY7]
2,250,11.97,17.86,8.35,3.47,0.00,0.00,Bubble Flower [Beginner]
3,160,12.22,11.69,11.31,3.20,0.00,0.00,c.s.q.n. [BEGINNER]
3,300,13.63,13.63,14.42,21.59,34.34,0.00,テウメッサ
4,160,0.00,0.00,0.00,0.00,0.00,0.00,"Fishpot"
4,250,17.61,19.26,11.64,1.48,30.30,0.00,#nonamed
4,247,13.49,9.68,7.93,15.60,0.00,0.00,-零-【BEGINNER】
4,311,17.29,10.49,13.58,5.72,10.40,0.00,2anyFirst [7-N]
4,287,18.87,33.78,14.81,5.91,7.43,0.00,R.I.P.
4,276,17.15,21.19,15.47,6.53,5.22,0.00,カラッポ・ノンフィクション [BEGINNER]
5,310,25.35,28.95,30.66,18.18,27.61,0.00,Bubble Flower [Normal]
5,374,29.78,41.98,39.58,14.24,12.43,0.00,Creamy Sugary OVERDRIVE!!! [NORMAL]
5,160,25.75,23.99,18.73,13.06,38.64,10.12,Love Like
5,334,23.96,35.12,37.94,17.97,12.44,0.00,Paracelestia
5,360,24.75,30.68,24.96,7.59,0.00,0.00,アイム・マイヒーロー [NORMAL]
5,270,15.19,15.83,15.69,5.12,0.00,0.00,アトロポスと最果の探求者
6,160,25.29,39.08,45.54,17.03,25.65,0.00,c.s.q.n. [NORMAL]
6,450,23.50,32.02,18.69,11.33,0.00,0.00,カラッポ・ノンフィクション [NORMAL]
6,300,24.23,38.28,64.82,25.54,41.29,0.00,テウメッサ
7,384,47.59,47.39,52.09,25.09,0.00,0.00,-零-【NORMAL】
7,160,60.64,50.19,46.52,26.23,0.00,0.00,Boxel Adventure
7,400,26.37,40.04,23.99,8.25,0.00,20.36,Life is PIANO[Normal]
7,160,45.29,44.58,27.93,23.36,61.90,13.45,Love Like
7,520,36.29,57.08,44.11,7.34,0.00,0.00,凛として純情 [NORMAL7]
8,359,41.10,37.23,66.82,15.74,32.06,0.00,2anyFirst [7-H]
8,360,48.52,54.70,74.55,14.72,0.00,0.00,アイム・マイヒーロー [HYPER]
8,380,37.51,41.68,30.55,10.65,0.00,0.00,アトロポスと最果の探求者
9,350,30.40,33.27,19.96,4.51,115.11,0.00,#nonamed
9,420,63.70,72.00,44.65,23.77,0.00,22.95,Life is PIANO[HYPER]
9,160,68.05,59.56,70.80,49.12,86.73,12.45,Love Like
9,470,49.43,49.42,58.51,15.51,22.25,0.00,カラッポ・ノンフィクション [HYPER]
9,480,59.38,93.61,65.45,23.88,0.00,0.00,凛として純情 [HYPER7]
10,459,91.23,73.66,74.05,39.16,0.00,0.00,-零-【HYPER】
10,160,94.20,123.28,105.47,30.19,0.00,0.00,Boxel Adventure
10,160,56.91,81.96,90.74,58.48,35.59,0.00,c.s.q.n. [HYPER]
10,410,88.89,88.19,113.52,66.24,0.00,0.00,アイム・マイヒーロー [ANOTHER]
10,320,68.90,104.01,109.84,28.08,78.05,0.00,テウメッサ
11,500,93.93,74.23,112.18,31.24,39.11,0.00,Bubble Flower [Another]
11,160,100.86,125.60,120.56,99.45,65.36,0.00,c.s.q.n. [ANOTHER]
11,540,108.70,100.90,104.81,22.49,0.00,0.00,アトロポスと最果の探求者
11,470,85.05,74.12,76.02,34.19,65.55,0.00,カラッポ・ノンフィクション [ANOTHER]
11,530,104.93,127.85,135.61,22.88,0.00,0.00,プナイプナイせんそう
11,510,85.40,116.06,81.51,29.12,9.65,0.00,凛として純情 [ANOTHER7]
12,400,96.43,89.38,81.64,5.61,83.32,0.00,#nonamed
12,559,123.90,121.78,71.93,46.17,0.00,0.00,-零-【ANOTHER】
12,160,131.22,158.98,134.44,36.44,0.00,0.00,Boxel Adventure
12,470,113.79,92.03,88.02,74.17,30.90,0.00,カラッポ・ノンフィクション [INSANE]
12,360,130.83,157.70,166.27,104.86,71.04,0.00,テウメッサ
77,400,76.07,65.81,51.33,8.80,36.73,140.72,Bubble Flower [Memoria]
0,444,0.00,0.00,0.00,0.00,0.00,0.00,SHINKA -DEPROGRAM- [10KEYS]
0,498,0.00,0.00,0.00,0.00,0.00,0.00,SHINKA -DEPROGRAM- [14KEYS]
1,260,0.00,0.00,0.00,0.00,0.00,0.00,alicemourn [DP BEGINNER]
1,280,0.00,0.00,0.00,0.00,0.00,0.00,Grievous Fate[DP BEGINNER]
1,320,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP BEGINNER]
1,320,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP BEGINNER]
